enc_number,t,x0,y0,z0,v0,dh0,theta0,x1,y1,z1,v1,dh1,theta1,advisory
1,0,-3250.5767880629733,-5103.919528695096,126.90923647250679,66.18562828112914,0.0,87.45691587136835,717.797568090112,-6951.607967421099,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,1,-3184.456343419145,-5100.98283138856,126.90923647250679,66.18562828112914,0.0,87.45691587136835,680.891141351605,-6899.496207370852,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,2,-3118.3358987753168,-5098.046134082024,126.90923647250679,66.18562828112914,0.0,87.45691587136835,643.9847146130983,-6847.3844473206045,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,3,-3052.2154541314876,-5095.109436775488,126.90923647250679,66.18562828112914,0.0,87.45691587136835,607.0782878745913,-6795.272687270358,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,4,-2986.0950094876594,-5092.1727394689515,126.90923647250679,66.18562828112914,0.0,87.45691587136835,570.1718611360843,-6743.160927220111,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,5,-2919.974564843831,-5089.236042162415,126.90923647250679,66.18562828112914,0.0,87.45691587136835,533.2654343975773,-6691.049167169864,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,6,-2853.8541202000024,-5086.299344855879,126.90923647250679,66.18562828112914,0.0,87.45691587136835,496.3590076590706,-6638.937407119617,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,7,-2787.733675556174,-5083.362647549343,126.90923647250679,66.18562828112914,0.0,87.45691587136835,459.4525809205636,-6586.8256470693705,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,8,-2721.613230912346,-5080.425950242807,126.90923647250679,66.18562828112914,0.0,87.45691587136835,422.5461541820566,-6534.713887019124,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,9,-2655.492786268517,-5077.4892529362705,126.90923647250679,66.18562828112914,0.0,87.45691587136835,385.6397274435499,-6482.602126968877,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,10,-2589.3723416246885,-5074.552555629734,126.90923647250679,66.18562828112914,0.0,87.45691587136835,348.7333007050429,-6430.49036691863,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,11,-2523.2518969808602,-5071.615858323198,126.90923647250679,66.18562828112914,0.0,87.45691587136835,311.8268739665359,-6378.378606868383,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,12,-2457.131452337032,-5068.679161016662,126.90923647250679,66.18562828112914,0.0,87.45691587136835,274.92044722802905,-6326.266846818136,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,13,-2391.0110076932033,-5065.742463710126,126.90923647250679,66.18562828112914,0.0,87.45691587136835,238.01402048952218,-6274.155086767889,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,14,-2324.8905630493746,-5062.80576640359,126.90923647250679,66.18562828112914,0.0,87.45691587136835,201.1075937510152,-6222.043326717642,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,15,-2258.7701184055463,-5059.869069097053,126.90923647250679,66.18562828112914,0.0,87.45691587136835,164.20116701250834,-6169.931566667396,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,16,-2192.649673761718,-5056.932371790517,126.90923647250679,66.18562828112914,0.0,87.45691587136835,127.29474027400136,-6117.819806617148,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,17,-2126.5292291178894,-5053.995674483981,126.90923647250679,66.18562828112914,0.0,87.45691587136835,90.38831353549438,-6065.708046566902,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,18,-2060.4087844740607,-5051.058977177445,126.90923647250679,66.18562828112914,0.0,87.45691587136835,53.48188679698751,-6013.596286516655,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,19,-1994.2883398302326,-5048.122279870909,126.90923647250679,66.18562828112914,0.0,87.45691587136835,16.57546005848053,-5961.484526466408,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,20,-1928.1678951864042,-5045.185582564372,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-20.330966680026336,-5909.3727664161615,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,21,-1862.0474505425755,-5042.248885257836,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-57.2373934185332,-5857.261006365914,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,22,-1795.9270058987472,-5039.3121879513,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-94.14382015704018,-5805.149246315667,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,23,-1729.8065612549187,-5036.375490644764,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-131.05024689554693,-5753.037486265421,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,24,-1663.6861166110903,-5033.438793338228,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-167.9566736340539,-5700.925726215174,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,25,-1597.5656719672618,-5030.5020960316915,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-204.86310037256078,-5648.8139661649275,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,26,-1531.4452273234333,-5027.565398725155,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-241.7695271110677,-5596.70220611468,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,27,-1465.3247826796048,-5024.628701418619,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-278.6759538495746,-5544.590446064433,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,28,-1399.2043380357763,-5021.692004112083,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-315.58238058808155,-5492.478686014187,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,29,-1333.083893391948,-5018.755306805547,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-352.48880732658847,-5440.366925963939,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,30,-1266.9634487481194,-5015.818609499011,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-389.3952340650954,-5388.2551659136925,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,31,-1200.8430041042911,-5012.881912192474,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-426.3016608036023,-5336.143405863446,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
1,32,-1134.7225594604624,-5009.945214885938,126.90923647250679,66.18562828112914,0.0,87.45691587136835,-463.2080875421092,-5284.031645813199,125.58123230748564,63.857026787498356,0.0,324.69323085890926,0.0
