enc_number,t,x0,y0,z0,v0,dh0,theta0,x1,y1,z1,v1,dh1,theta1,advisory
1,0,-4165.763646185004,-2676.269376935644,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-2766.014197566535,1124.4238380470872,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,1,-4183.04884647777,-2615.837481812267,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-2819.3282496309703,1087.3060953044667,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,2,-4200.334046770536,-2555.40558668889,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-2872.6423016954045,1050.1883525618462,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,3,-4217.619247063302,-2494.9736915655135,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-2925.9563537598387,1013.0706098192256,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,4,-4234.904447356068,-2434.5417964421367,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-2979.2704058242734,975.9528670766047,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,5,-4252.189647648835,-2374.1099013187595,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3032.584457888708,938.8351243339841,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,6,-4269.4748479416,-2313.6780061953827,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3085.898509953143,901.7173815913634,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,7,-4286.760048234366,-2253.246111072006,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3139.2125620175775,864.5996388487429,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,8,-4304.045248527133,-2192.8142159486288,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3192.526614082012,827.4818961061223,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,9,-4321.330448819898,-2132.3823208252525,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3245.840666146447,790.3641533635016,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,10,-4338.615649112664,-2071.9504257018752,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3299.1547182108816,753.2464106208811,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,11,-4355.900849405431,-2011.5185305784985,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3352.4687702753163,716.1286678782603,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,12,-4373.186049698196,-1951.0866354551217,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3405.782822339751,679.0109251356397,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,13,-4390.471249990963,-1890.6547403317447,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3459.0968744041857,641.8931823930191,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,14,-4407.756450283729,-1830.2228452083682,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3512.4109264686203,604.7754396503984,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,15,-4425.041650576495,-1769.7909500849912,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3565.7249785330546,567.6576969077779,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,16,-4442.326850869261,-1709.3590549616144,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3619.0390305974893,530.5399541651572,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,17,-4459.612051162027,-1648.9271598382375,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3672.353082661924,493.4222114225365,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,18,-4476.897251454793,-1588.4952647148605,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3725.667134726359,456.3044686799159,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
1,19,-4494.182451747559,-1528.063369591484,461.3641842112215,62.85532672227436,0.0,344.0379996376357,-3778.9811867907933,419.18672593729525,477.84053681566434,64.96241200753413,0.0,595.1540025797437,0.0
