enc_number,t,x0,y0,z0,v0,dh0,theta0,x1,y1,z1,v1,dh1,theta1,advisory
1,0,3210.356615703646,3856.1022693387945,442.49351702192916,69.23394312976978,0.0,201.29273379259723,4233.901920633553,-410.9476155195928,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,1,3185.2154813053285,3791.5944229752554,442.49351702192916,69.23394312976978,0.0,201.29273379259723,4182.479992946159,-366.01243108339554,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,2,3160.074346907011,3727.0865766117167,442.49351702192916,69.23394312976978,0.0,201.29273379259723,4131.058065258764,-321.0772466471983,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,3,3134.933212508694,3662.578730248178,442.49351702192916,69.23394312976978,0.0,201.29273379259723,4079.6361375713695,-276.1420622110011,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,4,3109.792078110376,3598.070883884639,442.49351702192916,69.23394312976978,0.0,201.29273379259723,4028.214209883975,-231.20687777480362,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,5,3084.6509437120585,3533.5630375211,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3976.7922821965803,-186.27169333860638,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,6,3059.5098093137412,3469.055191157561,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3925.3703545091867,-141.33650890240915,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,7,3034.3686749154235,3404.547344794022,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3873.948426821792,-96.40132446621169,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,8,3009.2275405171063,3340.0394984304835,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3822.5264991343975,-51.46614003001446,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,9,2984.0864061187885,3275.5316520669444,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3771.104571447003,-6.530955593816998,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,10,2958.9452717204713,3211.0238057034057,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3719.6826437596083,38.404228842380235,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,11,2933.8041373221536,3146.5159593398666,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3668.2607160722137,83.33941327857747,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,12,2908.663002923836,3082.008112976328,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3616.8387883848195,128.2745977147747,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,13,2883.5218685255186,3017.5002666127893,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3565.4168606974254,173.20978215097216,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,14,2858.3807341272013,2952.9924202492502,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3513.9949330100308,218.1449665871694,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,15,2833.2395997288836,2888.484573885711,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3462.573005322636,263.08015102336685,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,16,2808.098465330566,2823.9767275221725,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3411.1510776352416,308.0153354595641,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,17,2782.9573309322486,2759.468881158634,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3359.7291499478474,352.9505198957613,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,18,2757.8161965339314,2694.9610347950947,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3308.3072222604524,397.88570433195855,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,19,2732.6750621356136,2630.453188431556,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3256.8852945730587,442.8208887681559,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,20,2707.533927737296,2565.9453420680175,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3205.4633668856636,487.75607320435324,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,21,2682.3927933389787,2501.4374957044784,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3154.0414391982695,532.6912576405506,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,22,2657.251658940661,2436.9296493409392,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3102.619511510875,577.6264420767478,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,23,2632.1105245423437,2372.4218029774006,442.49351702192916,69.23394312976978,0.0,201.29273379259723,3051.1975838234803,622.561626512945,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,24,2606.969390144026,2307.913956613862,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2999.775656136086,667.4968109491424,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,25,2581.8282557457087,2243.406110250323,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2948.353728448692,712.4319953853396,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,26,2556.687121347391,2178.898263886784,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2896.9318007612974,757.367179821537,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,27,2531.5459869490733,2114.390417523245,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2845.509873073903,802.3023642577343,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,28,2506.404852550756,2049.8825711597065,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2794.0879453865086,847.2375486939316,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,29,2481.2637181524383,1985.3747247961676,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2742.666017699114,892.172733130129,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,30,2456.122583754121,1920.8668784326287,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2691.2440900117194,937.1079175663263,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,31,2430.9814493558033,1856.3590320690898,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2639.8221623243253,982.0431020025235,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,32,2405.840314957486,1791.851185705551,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2588.4002346369307,1026.978286438721,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,33,2380.6991805591683,1727.343339342012,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2536.978306949536,1071.9134708749182,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,34,2355.558046160851,1662.8354929784732,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2485.5563792621415,1116.8486553111154,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,35,2330.4169117625333,1598.3276466149346,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2434.1344515747473,1161.7838397473129,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,36,2305.275777364216,1533.8198002513957,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2382.7125238873527,1206.71902418351,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,37,2280.1346429658984,1469.3119538878568,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2331.290596199958,1251.6542086197073,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,38,2254.993508567581,1404.804107524318,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2279.868668512564,1296.5893930559046,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
1,39,2229.8523741692634,1340.296261160779,442.49351702192916,69.23394312976978,0.0,201.29273379259723,2228.4467408251694,1341.524577492102,425.7730472833901,68.28898481748496,0.0,311.1486695588932,0.0
